,Artist,Name,ID,Playlist,Energy,Liveness,Tempo,Speechiness,Acousticness,Instrumentalness,Danceability,Key,Duration,Loudness,Valence,Mode
0,Oliver Francis,Tru$T,6j3oPu8hY1F5vUorhdztCQ,vybes,0.551,0.161,140.058,0.136,0.181,0.0,0.623,9,150844,-7.761,0.198,1
1,Mac Miller,Weekend (feat. Miguel),6GnhWMhgJb7uyiiPEiEkDA,vybes,0.435,0.147,120.058,0.178,0.47,0.0,0.843,8,208080,-8.442,0.19,1
2,Mike Stud,W.I.N.,5Qqbava51p37F96wR8PCic,vybes,0.502,0.0941,76.011,0.0998,0.226,5.27e-05,0.797,6,176901,-8.65,0.214,0
3,blackbear,chateau,13JyykwyYQ3T5QxxL34ukQ,vybes,0.635,0.367,98.011,0.0518,0.0503,0.0,0.667,11,212927,-5.761,0.478,0
4,Oliver Francis,Aahhyeahh,29oQlTERHAlTPHEYw5xvZy,vybes,0.67,0.358,144.983,0.0622,0.0223,0.138,0.631,3,185491,-9.829,0.0611,1
5,Cam Meekins,High (feat. Skizzy Mars),3vNP0nDd63SfhLpDSkvi6h,vybes,0.574,0.755,115.026,0.0376,0.00887,0.0,0.781,2,214600,-5.97,0.802,1
6,Hoodie Allen,Surprise Party (feat. Blackbear),5UiT4e4DHwZrcVIXojU5um,vybes,0.699,0.173,72.946,0.0647,0.00453,0.000277,0.671,6,188040,-4.224,0.379,0
7,GOLDN,mama i'm so sorry..,5Bm7qjdpAhwJQ3oDiSJxWN,vybes,0.607,0.0888,105.139,0.0336,0.438,0.0,0.632,11,151146,-3.827,0.221,0
8,6 Dogs,Faygo Dreams,2BoeDIEzoS9diuyaqqVaDh,vybes,0.66,0.101,137.033,0.0487,0.224,0.053,0.748,6,171907,-4.704,0.328,1
9,Lil Skies,Pop Star,64PiOjYeHRjU5NNjXBGvdn,vybes,0.703,0.0998,155.008,0.12,0.0374,0.000189,0.729,9,136777,-6.771,0.437,0
10,FKi 1st,The Meaning,6BC5qv70s01qQpFyKSsuLV,vybes,0.455,0.0798,144.029,0.0905,0.0949,0.0,0.678,11,225008,-10.393,0.571,0
11,Yung Pinch,20 Years Later,259M6SeIw5xXpOCEwZcSmI,vybes,0.518,0.113,144.962,0.111,0.235,0.0,0.762,9,215189,-7.282,0.546,0
12,Lil Peep,Falling Down - Bonus Track,0Dn40gxVCMo5TkgS8Ik18Q,vybes,0.574,0.146,120.013,0.0286,0.0175,0.00294,0.669,4,196400,-6.442,0.273,0
13,Mike Stud,Frio,2e3OgIbfZw5deCjLMGatSS,vybes,0.541,0.126,90.082,0.214,0.294,2.15e-05,0.738,11,178887,-4.991,0.396,0
14,Vic Mensa,Liquor Locker,5YbrqNUUleF39Ai3b3ruQy,vybes,0.433,0.0545,79.3,0.191,0.0528,0.0,0.584,6,258120,-7.126,0.452,0
15,Mike Stud,Lost Me,5LG63eRhfNFYyCGU1QZXCo,vybes,0.531,0.0706,91.965,0.133,0.401,2.35e-05,0.787,4,171572,-6.468,0.28,0
16,Mike Stud,Things I Like,70MDx0KJl9pmilnUGPkj8k,vybes,0.403,0.138,119.945,0.206,0.624,0.0293,0.768,6,226638,-10.803,0.395,0
17,Mike Stud,Crash Dummy,5Ow8boivJOFbOhTkYAvl9u,vybes,0.567,0.13,150.046,0.055,0.109,0.000164,0.779,9,220813,-6.51,0.54,0
18,Khalid,Better,4T3fNx3CgwDRRYgmFCbD4J,vybes,0.585,0.14,97.565,0.0964,0.0984,0.391,0.442,0,229413,-10.332,0.116,0
19,KIDS SEE GHOSTS,Reborn,4RVbK6cV0VqWdpCDcx3hiT,vybes,0.597,0.195,100.051,0.037,0.339,0.0404,0.585,0,324674,-7.499,0.227,1
20,Travis Scott,YOSEMITE,7lAK3oHbfEnvUQWosrMMpR,vybes,0.554,0.116,128.047,0.0409,0.283,3.4e-06,0.785,0,150043,-6.571,0.144,1
21,Travis Scott,SKELETONS,6NMtzpDQBTOfJwMzgMX0zl,vybes,0.686,0.375,148.054,0.0367,0.00146,0.0,0.46,0,145588,-5.948,0.252,0
22,Travis Scott,WAKE UP,20MuVazoNMv6xjKPnRFOxG,vybes,0.645,0.163,149.07,0.0963,0.192,0.0,0.741,11,231964,-5.116,0.488,0
23,Kid Cudi,Kitchen,0Jcij1eWd5bDMU5iPbxe2i,vybes,0.801,0.133,129.98,0.035,0.137,0.0397,0.725,5,268747,-5.326,0.666,0
24,Kid Cudi,Cosmic Warrior,3uEBYVUzx2aft489ui6Nmi,vybes,0.787,0.0951,129.987,0.0296,0.229,0.189,0.58,9,240973,-6.591,0.278,0
25,Kid Cudi,Erase Me - Main,6XkuklKiHYVTlVvWlTgQYP,vybes,0.631,0.108,186.066,0.13,0.063,0.0,0.688,9,192253,-5.612,0.854,1
26,Kid Cudi,Mojo So Dope,6hPSal3ragmfUt1I5mKZjn,vybes,0.785,0.348,180.036,0.0668,0.549,0.842,0.614,6,210587,-8.224,0.853,0
27,Kid Cudi,Heart Of A Lion (Kid Cudi Theme Music),246SdvVYT3yrZPXU7NSWwy,vybes,0.452,0.0923,125.015,0.0328,0.308,0.0064,0.723,11,261360,-9.42,0.375,0
28,Kid Cudi,My World,018Lv2nSK23HDJeqmvw1A8,vybes,0.412,0.116,147.915,0.0319,0.719,0.000978,0.666,6,243000,-10.186,0.496,0
29,Kid Cudi,Sky Might Fall,6gyaXDZS45uIpyETSTibQ9,vybes,0.722,0.245,194.276,0.141,0.252,0.107,0.565,10,220907,-7.565,0.347,0
30,Kid Cudi,Alive (Nightmare),1Zt4rVKL5cazgN54WibvLt,vybes,0.808,0.208,101.784,0.0418,0.27,0.0,0.71,6,246760,-4.877,0.698,0
31,Kid Cudi,Cudi Zone,6P9uVc2SxCOAiextf4udxk,vybes,0.691,0.366,134.751,0.0338,0.546,1.3e-06,0.706,9,259040,-5.86,0.597,0
32,Kid Cudi,Pursuit Of Happiness (Nightmare),5iSEsR6NKjlC9SrIJkyL3k,vybes,0.605,0.298,115.277,0.0414,0.484,9.29e-05,0.63,0,295293,-8.951,0.266,1
33,Kid Cudi,Hyyerr,2FPmKIojpcMK86GJBx9KJI,vybes,0.65,0.622,119.98,0.0821,0.283,0.0,0.726,4,212107,-3.96,0.584,0
34,Kanye West,Waves,3nAq2hCr1oWsIU54tS98pL,vybes,0.586,0.339,96.091,0.0382,0.0528,7.33e-06,0.557,10,181573,-4.57,0.0681,1
35,Kanye West,FML,30Zcjs7pgEkmJA1lEbGSWT,vybes,0.415,0.195,125.357,0.131,0.329,0.0,0.527,5,236120,-7.184,0.12,1
36,Kanye West,Real Friends,66Q3fAmSX5eHamgbKa9alP,vybes,0.744,0.138,81.396,0.476,0.262,0.000382,0.441,6,251573,-6.248,0.124,0
37,Kanye West,Runaway,3DK6m7It6Pw857FcQftMds,vybes,0.568,0.512,86.986,0.0703,0.218,0.0021,0.571,1,547733,-3.827,0.109,0
38,Kanye West,I Wonder,6bXOlIfGIWh7Tyn4oyvLQW,vybes,0.476,0.135,191.259,0.111,0.13,0.000252,0.54,0,243440,-8.658,0.116,1
39,Kanye West,Flashing Lights,0ua0Go4NN4Td7l0Zre6Ce3,vybes,0.649,0.482,90.482,0.0486,0.0315,0.0,0.634,6,237507,-7.505,0.509,0
40,Kendrick Lamar,LOVE.,4YKgVucaN7GIp6p9PayFHK,vybes,0.585,0.153,126.058,0.0924,0.264,0.0,0.8,10,213400,-7.343,0.779,1
41,Kendrick Lamar,Money Trees,0AOvNRgl0SMfOibWA5bP8o,vybes,0.531,0.224,71.994,0.122,0.0703,0.0,0.716,7,386907,-7.355,0.344,1
42,Kendrick Lamar,Poetic Justice,2P3SLxeQHPqh8qKB6gtJY2,vybes,0.572,0.246,135.956,0.378,0.157,0.0,0.779,6,300160,-9.985,0.647,0
43,Kendrick Lamar,Swimming Pools (Drank) - Extended Version,5ujh1I7NZH5agbwf7Hp8Hc,vybes,0.485,0.604,74.132,0.404,0.123,2.69e-05,0.716,1,313787,-7.745,0.26,1
44,Kendrick Lamar,GOD.,3ULdAFPDKDbjizfRPXZLyO,vybes,0.557,0.276,132.98,0.0813,0.0347,0.0,0.706,0,248827,-5.8,0.205,1
45,Kendrick Lamar,A.D.H.D,2MYl0er3UZ1RlKwRb5LODh,vybes,0.799,0.108,157.74,0.24,0.33,0.0,0.609,9,215509,-6.883,0.582,1
46,Kendrick Lamar,No Make-Up (Her Vice),7yQDLdub1VuUUwbpteUX7w,vybes,0.696,0.63,91.002,0.0901,0.541,0.00521,0.535,5,235921,-7.181,0.213,0
47,Kendrick Lamar,Tammy's Song (Her Evils),3RPK9VQuTsiTySY48ldeqx,vybes,0.835,0.129,97.317,0.438,0.924,0.000508,0.477,9,161671,-5.942,0.52,0
48,Kendrick Lamar,The Spiteful Chant,12bCgkFnyyTI8B1OmmRhbx,vybes,0.783,0.181,127.018,0.0313,0.0506,0.0,0.596,0,320957,-4.356,0.334,0
49,A$AP Rocky,Fashion Killa,40H5libEZWrbkc8HTlXGbt,vybes,0.82,0.531,140.042,0.152,0.315,0.0,0.794,11,236280,-5.214,0.793,1
50,Big Sean,Halfway Off The Balcony,4atJ40xfasjdM9ZF3p07BV,vybes,0.804,0.228,125.068,0.25,0.329,0.0,0.525,8,230960,-6.453,0.143,1
51,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),1f5cbQtDrykjarZVrShaDI,vybes,0.81,0.117,129.014,0.0568,0.501,0.0,0.839,5,209269,-5.274,0.814,0
52,Drake,Headlines,6LxSe8YmdPxy095Ux6znaQ,vybes,0.566,0.0917,151.894,0.106,0.365,0.000353,0.636,6,235987,-7.16,0.425,0
53,Drake,Best I Ever Had,3fyMH1t6UPeR5croea9PrR,vybes,0.861,0.277,161.776,0.376,0.219,0.0,0.427,1,257760,-4.874,0.581,1
54,French Montana,No Stylist,04MLEeAMuV9IlHEsD8vF6A,vybes,0.704,0.227,147.055,0.127,0.0215,0.0,0.765,5,192172,-4.589,0.498,0
55,French Montana,Famous,6aTNfIir5pZmrFOC1gnxXB,vybes,0.598,0.121,99.948,0.162,0.0234,1.64e-05,0.722,6,244975,-6.755,0.569,1
56,Future,Comin Out Strong,1B87ZDrD3Pno9hS4stamWO,vybes,0.481,0.118,108.761,0.475,0.29,0.0,0.628,1,254370,-7.775,0.33,1
57,Future,Low Life,7EiZI6JVHllARrX9PUvAdX,vybes,0.331,0.146,143.974,0.0725,0.337,0.283,0.722,8,313547,-7.789,0.102,1
58,Juice WRLD,All Girls Are The Same,0XySogm94T51XF5F2jumXm,vybes,0.529,0.0856,161.989,0.307,0.0769,0.000335,0.671,0,165820,-7.226,0.203,1
59,Juice WRLD,Lean Wit Me,29tc0GbW0pTSBZSCZF3NWk,vybes,0.651,0.0896,163.935,0.156,0.0414,0.0,0.665,1,175755,-5.515,0.237,1
60,Juice WRLD,Legends,1Knctxx9vGZxpZfF66BIEa,vybes,0.798,0.143,142.049,0.0844,0.115,0.0,0.594,4,191840,-5.244,0.381,1
61,Juice WRLD,Black & White,1R0Ig5KYrSGWvIoPzY4T3l,vybes,0.736,0.159,147.946,0.247,0.0802,0.0,0.776,7,186945,-4.612,0.233,1
62,Juice WRLD,Scared Of Love,2yN3r3qywFipxJlUdmOO8M,vybes,0.562,0.168,158.001,0.0812,0.032,0.0,0.642,11,170539,-4.869,0.177,0
63,Juice WRLD,End Of The Road,5ZJ0Uew5KIJHCpbddC3uTc,vybes,0.717,0.114,109.977,0.083,0.0568,0.0,0.373,1,162981,-5.833,0.293,0
64,Lil Wayne,Lollipop,4P7VFiaZb3xrXoqGwZXC3J,vybes,0.428,0.137,148.077,0.083,0.055,0.00423,0.829,0,299333,-9.469,0.448,1
65,Metro Boomin,Blue Pill,3VFI494i8DoYzkA5boYxCw,vybes,0.42,0.115,132.93,0.0674,0.303,0.0,0.369,3,232827,-12.278,0.0716,0
66,Migos,Notice Me,3OnOomd79OjqSYHchCQ6ht,vybes,0.344,0.15,166.105,0.357,0.112,1.68e-06,0.793,6,233880,-9.757,0.45,1
67,Mike WiLL Made-It,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",3A2OHirUAlQp2x73BJlEDA,vybes,0.562,0.0751,180.068,0.165,0.172,0.0,0.741,4,240926,-5.474,0.292,0
68,PARTYNEXTDOOR,Recognize (feat. Drake),5wUUWVRvrciJqFitZF8R0P,vybes,0.541,0.102,119.501,0.0426,0.0102,0.0,0.643,2,311197,-5.801,0.165,1
69,Post Malone,Spoil My Night (feat. Swae Lee),5VuxWXbt7XENQCtE9TzpTv,vybes,0.717,0.106,160.981,0.034,0.341,2.4e-05,0.672,1,194560,-2.714,0.225,1
70,Post Malone,Better Now,7dt6x5M1jzdTEt8oCbisTK,vybes,0.578,0.135,145.038,0.04,0.331,0.0,0.68,10,231267,-5.804,0.341,1
71,Post Malone,Otherside,4qWCFTuNnmGNdY4egtb4ZY,vybes,0.643,0.208,104.932,0.0353,0.318,2.87e-06,0.652,9,228227,-5.667,0.109,0
72,Post Malone,92 Explorer,1D2L6MefbXon28PzIk9I3r,vybes,0.733,0.114,146.046,0.0476,0.265,1.25e-06,0.798,7,211427,-4.811,0.861,0
73,Post Malone,Sugar Wraith,0MrRAUcB8AZiB9ue2VOBYe,vybes,0.775,0.1,164.02,0.0671,0.262,0.0,0.606,5,228147,-4.269,0.307,0
74,Pusha T,Circles,6hS3DLhYVxrCgscupJv7cB,vybes,0.732,0.0874,134.028,0.0536,0.584,2.09e-06,0.772,5,261520,-4.167,0.676,0
75,Rae Sremmurd,Guatemala - From Swaecation,0TCnOEVeLQMXOUrpPlM7uY,vybes,0.699,0.0954,100.989,0.0574,0.185,0.00118,0.849,4,256341,-5.193,0.0778,0
76,Smokepurpp,Glock In My Benz,7MCs283jdifycrZoMPPynX,vybes,0.716,0.0446,77.246,0.0552,0.0065,0.0,0.691,8,201721,-7.066,0.485,1
77,Teyana Taylor,Rose In Harlem,38HcgcQC4suvti0Sa0e5yc,vybes,0.567,0.171,143.744,0.129,0.468,0.0,0.543,2,222828,-5.241,0.351,0
78,Tinashe,Sacrifices,5mhIx9uFL53Jk8X8XfLG6F,vybes,0.538,0.128,113.945,0.0626,0.0419,0.0117,0.709,5,254589,-5.821,0.385,0
79,Tinashe,Ride Of Your Life,6yNdtBYlKWugO7ageKahDK,vybes,0.457,0.102,86.517,0.127,0.00521,0.0015,0.732,9,210887,-8.769,0.41,0
80,Travis Scott,goosebumps,6gBFPUFcJLzWGx4lenP6h2,vybes,0.728,0.149,130.049,0.0484,0.0847,0.0,0.841,7,243837,-3.37,0.43,1
81,Travis Scott,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN,vybes,0.628,0.114,140.958,0.05,0.0531,0.0,0.763,11,190557,-5.85,0.193,1
82,Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",7t2bFihaDvhIrd2gn2CWJO,vybes,0.33,0.105,121.97,0.1,0.22,0.0,0.805,1,242983,-8.712,0.211,0
83,The Weeknd,I Feel It Coming,3dhjNA0jGA8vHBQ1VdD6vV,vybes,0.819,0.0679,92.99,0.118,0.426,0.0,0.773,0,269187,-5.946,0.585,0
84,The Weeknd,Reminder,37F0uwRSrdzkBiuj0D5UHI,vybes,0.505,0.164,160.043,0.192,0.142,0.0,0.705,8,218880,-6.923,0.391,1
85,The Weeknd,Often,4PhsKqMdgMEUSstTDAmMpg,vybes,0.629,0.135,134.035,0.0485,0.218,0.0,0.569,7,249040,-9.837,0.0726,0
86,The Weeknd,Wicked Games,6VwBbL8CzPiC4QV66ay7oR,vybes,0.591,0.325,114.078,0.0309,0.00959,5.27e-06,0.658,9,323747,-5.197,0.326,1
87,The Weeknd,Lonely Star,0p3sSUXDohjddeKlnvGbCD,vybes,0.705,0.601,157.97,0.0672,0.395,0.0195,0.458,4,349213,-5.463,0.15,0
88,The Weeknd,The Hills - Remix,7iTloMifzZo9ZNZKEe4V2V,vybes,0.628,0.0934,112.835,0.156,0.0673,0.0,0.643,0,263693,-6.665,0.364,0
89,XXXTENTACION,the remedy for a broken heart (why am I so in love),4UKCKdYiLN6IMA5ZESUTL7,vybes,0.304,0.137,119.705,0.0993,0.779,0.000993,0.699,1,160184,-11.192,0.271,1
90,XXXTENTACION,Fuck Love (feat. Trippie Redd),7AQim7LbvFVZJE3O8TYgf2,vybes,0.533,0.103,131.036,0.0412,0.0172,0.000152,0.797,0,146520,-9.74,0.329,0
91,London On Da Track,Whatever You On,4ccv9Mfcsc3MpaSi9h9tH6,vybes,0.639,0.095,101.005,0.206,0.452,0.0,0.72,3,208573,-5.382,0.644,0
92,Rae Sremmurd,Lost Angels - From Swaecation,3DrRtOEaOMZtPYnPCkUSIV,vybes,0.699,0.11,80.807,0.243,0.315,1.95e-06,0.351,10,204326,-7.021,0.35,0
93,Jhen Aiko,Sativa,2pg2TiYo9Rb8KeB5JjP7jS,vybes,0.61,0.534,125.99,0.0512,0.315,0.0,0.741,6,276960,-7.34,0.72,0
94,Jhen Aiko,Bed Peace,5Ck3e6z1bcSCes5gdo0Ddt,vybes,0.566,0.135,119.859,0.0575,0.269,3.67e-05,0.628,6,256080,-7.811,0.299,1
95,Jhen Aiko,Stay Ready (What A Life),5nkUIVKqOqdpB6ApKgEMkv,vybes,0.493,0.127,82.887,0.29,0.455,0.00366,0.347,8,382760,-11.548,0.308,0
96,XXXTENTACION,Everybody Dies In Their Nightmares,3GVkPk8mqxz0itaAriG1L7,vybes,0.57,0.112,129.953,0.133,0.847,2.14e-05,0.734,7,95467,-7.066,0.689,0
97,WZRD,"Teleport 2 Me, Jamie",6GtqpDmTZst7GmEmJ8K9yi,vybes,0.706,0.39,99.856,0.0308,0.00999,0.00298,0.496,8,238413,-6.653,0.311,1
98,Oliver Francis,Headphones,1npAUoLKDnpqpjyDDHmI1j,vybes,0.559,0.0929,77.868,0.126,0.275,0.000389,0.389,4,223412,-9.53,0.0686,0
99,Oliver Francis,Golden Halo,0VDpNvWl5cfCVuld4Okl6S,vybes,0.734,0.171,119.091,0.374,0.0245,0.0,0.502,3,136000,-6.403,0.289,0
100,Kid Cudi,GHOST!,7aAEJfIzJUUSRXQNz2JzfO,vybes,0.708,0.243,89.938,0.0253,0.0494,4.37e-06,0.516,9,289067,-4.465,0.33,0
101,Future,Hard Work Pays Off,6gzIcEUuswJQGfJNPYMjjv,vybes,0.482,0.229,140.064,0.196,0.327,0.0,0.736,4,224507,-8.242,0.608,1
102,Future,Realer N Realer,4VMiNOpnjRwSCwmHaUfOMM,vybes,0.465,0.28,148.028,0.278,0.0117,0.0,0.73,1,170920,-6.29,0.367,1
103,Future,Fine China,5274I4mUMnYczyeXkGDWZN,vybes,0.542,0.126,166.111,0.323,0.0484,0.0,0.656,7,141587,-7.358,0.551,1
104,Khalid,OTW,6Hgh47WXVKtXN5zGOu0hjI,vybes,0.678,0.106,72.989,0.0541,0.183,3.26e-05,0.652,2,263014,-6.183,0.28,1
105,6LACK,Switch,29ZZAShKhwRUuKULSNtxX6,vybes,0.658,0.102,176.701,0.0387,0.0409,0.00595,0.66,7,207071,-6.127,0.153,1
106,6LACK,PRBLMS,4AtZRwSR8BOTTQg5ihSggt,vybes,0.58,0.179,68.58,0.207,0.0307,1.45e-06,0.417,9,246773,-4.574,0.139,1
107,6LACK,Let Her Go,0CIGZEXjZ8L52lOrqUljJt,vybes,0.634,0.183,156.02,0.096,0.539,0.000228,0.759,5,177172,-6.609,0.444,0
108,6LACK,Loaded Gun,1wb7Mqon4o1ViLjaLV9f8U,vybes,0.549,0.12,127.994,0.0704,0.1,2.06e-05,0.646,1,198442,-6.515,0.241,0
109,6LACK,Cutting Ties,6lJ5aSxKHCwNBoWkZT3JeJ,vybes,0.605,0.104,139.917,0.0393,0.00881,4.25e-05,0.792,2,261703,-6.566,0.239,1
110,6LACK,Free,4Sv7Fo4bSpK0tM1WBspz4J,vybes,0.535,0.104,123.961,0.0476,0.00292,4.99e-06,0.755,2,263013,-5.088,0.38,1
111,6LACK,Ex Calling,1MQ8ydvrTnn2QJgXFATJvD,vybes,0.564,0.213,155.976,0.249,0.00561,1.99e-05,0.773,1,211960,-7.241,0.0588,1
112,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),2LskIZrCeLxRvCiGP8gxlh,vybes,0.723,0.126,104.969,0.0412,0.0302,2.06e-06,0.703,9,198903,-5.45,0.288,0
113,Desiigner,Tiimmy Turner - Remix,2vwvGMStv1nEuoOTd4xgMu,vybes,0.451,0.12,122.997,0.101,0.211,0.0,0.792,1,141613,-6.473,0.365,1
114,Vic Mensa,New Bae,4PYICbxa2pc51H4yRnwg9L,vybes,0.521,0.133,105.069,0.152,0.271,0.0,0.861,1,261067,-4.735,0.378,0
115,Vic Mensa,Rollin' Like A Stoner,5gdy0ytFSBQykiYc5NmhJL,vybes,0.661,0.134,130.231,0.0809,0.191,0.0,0.637,7,195920,-5.23,0.393,1
116,Vic Mensa,Coffee & Cigarettes,6b3v4ji1TfJcHrZXPpjuei,vybes,0.638,0.0849,147.768,0.125,0.311,0.0,0.473,11,270400,-8.186,0.253,1
117,6LACK,Rules,6HmWy7ttkeZGG2KEtt8AqX,vybes,0.758,0.0964,147.045,0.155,0.178,0.00158,0.682,8,211867,-6.13,0.638,0
118,6LACK,Glock Six - Bonus,2ntHUBYRHjQmmJDioSwsUg,vybes,0.568,0.122,82.649,0.0576,0.166,0.0,0.531,11,190843,-8.707,0.308,0
119,Tory Lanez,FeRRis WhEEL (feat. Trippie Redd),6j97zG4DDrh3oUa6rZbFOs,vybes,0.602,0.151,95.031,0.274,0.0835,0.0,0.807,11,151649,-5.005,0.252,1
120,Tory Lanez,MiAMi (feat. Gunna),1RuedKcesWSjeRbxUrFVWp,vybes,0.862,0.113,160.073,0.231,0.0189,0.0,0.674,7,244470,-3.4,0.357,1
121,Tory Lanez,TAlk tO Me (with Rich The Kid),2cRgo1TiPm7SnPvYzvbOLf,vybes,0.657,0.0874,159.97,0.0434,0.0591,0.0,0.731,0,184490,-8.56,0.49,1
122,Tory Lanez,Say It,2Gyc6e2cLxA5hoX1NOvYnU,vybes,0.529,0.124,107.331,0.0583,0.0862,6.5e-06,0.546,11,237787,-10.511,0.247,0
123,Tory Lanez,LUV,16Ah4QqH4mgYVXqfC4mdSd,vybes,0.528,0.117,190.169,0.252,0.0108,0.0,0.539,11,228640,-8.113,0.252,0
124,Tory Lanez,Skrt Skrt,3V0assD4Gg4BrXFzDrcWVj,vybes,0.614,0.135,190.981,0.375,0.0189,1.08e-06,0.336,0,173933,-8.139,0.253,0
125,Tory Lanez,YoU ThouGHt WrONg,6uWA92SmIMDE3VwiipWixC,vybes,0.748,0.153,151.988,0.145,0.0162,0.0,0.678,1,215177,-5.174,0.445,1
126,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),6osMzmRHCVETbZMHceLRmh,vybes,0.23,0.104,173.962,0.204,0.191,0.0,0.675,1,211920,-10.363,0.101,0
127,Metro Boomin,Borrowed Love (feat. Swae Lee & WizKid),0McI9sOmkpfd4E72njtU0G,vybes,0.594,0.185,129.216,0.462,0.44,0.0,0.52,11,230240,-8.81,0.393,0
128,Big Sean,Go Legend (& Metro Boomin),3wAI7MIQtTgwcRmwchPZBc,vybes,0.564,0.165,150.014,0.0883,0.0167,1.39e-06,0.656,1,268947,-8.925,0.25,0
129,NAV,I Don't Care,6HbGKJJqQ67K2TwzOndeTj,vybes,0.426,0.172,121.093,0.238,0.392,1.67e-06,0.826,8,266467,-9.426,0.316,1
130,NAV,Held Me Down,0jiW3PNiHJxOhWh9oPBJ7m,vybes,0.422,0.108,119.994,0.11,0.482,0.0,0.826,3,228107,-8.217,0.218,0
131,NAV,Call Me,1xpXnpIpuvzpx9jz15baJF,vybes,0.395,0.122,170.074,0.123,0.411,0.00546,0.673,9,215067,-8.639,0.137,0
132,NAV,Wanted You (feat. Lil Uzi Vert),1Faq8G2y56A8fRv7HsLq25,vybes,0.731,0.224,146.93,0.0479,0.229,0.0,0.797,9,228387,-4.443,0.623,0
133,Juice WRLD,Armed And Dangerous,6SAKXCj5jyF6IgPCPbZ5ra,vybes,0.67,0.114,130.032,0.311,0.186,0.0,0.736,10,169999,-6.702,0.845,1
134,NAV,A$AP Ferg,4EbULzyWMuFx94aoIY1MlJ,vybes,0.408,0.082,140.009,0.425,0.168,0.0,0.582,11,257493,-8.803,0.232,0
135,Juice WRLD,Lucid Dreams,0s3nnoMeVWz3989MkNQiRf,vybes,0.566,0.34,83.903,0.2,0.349,0.0,0.511,6,239836,-7.23,0.218,0
136,Russ,Me You,4f1QbCjIAgQwnf7ms9NXWx,vybes,0.762,0.142,95.019,0.0328,0.00196,0.000451,0.702,8,164200,-2.733,0.233,1
137,A$AP Rocky,Sundress,2aPTvyE09vUCRwVvj0I8WK,vybes,0.704,0.143,125.004,0.0606,0.176,3.71e-06,0.721,6,158206,-6.364,0.735,1
138,A$AP Rocky,Pharsyde (feat. Joe Fox),6J9FgTr3z44Bw6ABeVL415,vybes,0.56,0.131,130.005,0.0844,0.0541,0.752,0.639,9,222333,-15.123,0.499,0
139,A$AP Rocky,Wavybone,5cYZm4KeDKM8Pw8z5XRKJt,vybes,0.641,0.206,149.992,0.317,0.0162,3.06e-06,0.7,2,303000,-8.673,0.383,0
140,Smokepurpp,Fingers Blue (feat. Travis Scott),6l8McJSn8BgCTTewysSusR,vybes,0.882,0.135,130.034,0.239,0.34,1.58e-05,0.879,0,194771,-5.47,0.837,0
141,French Montana,Unforgettable,3B54sVLJ402zGa6Xm4YGNe,vybes,0.769,0.104,97.985,0.123,0.0293,0.0101,0.726,6,233902,-5.043,0.733,1
142,A$AP Ferg,Let It Go,0jYgfSncMwfefAUpUMcM5X,vybes,0.778,0.652,119.976,0.165,0.247,0.0,0.785,9,282640,-6.003,0.769,0
143,A$AP Rocky,Purple Swag,51cqtusY2TwC6mbN8Vz8iA,vybes,0.571,0.127,115.01,0.167,0.0457,0.0,0.611,2,118560,-8.833,0.35,1
144,Kanye West,Through The Wire,4mmkhcEm1Ljy1U9nwtsxUo,vybes,0.739,0.158,83.089,0.247,0.00865,5.21e-06,0.571,7,221227,-6.11,0.66,1
145,Kanye West,Gorgeous,23SZWX2IaDnxmhFsSLvkG2,vybes,0.713,0.431,91.953,0.0317,0.0207,0.000179,0.603,1,357653,-3.625,0.12,0
146,Kanye West,Devil In A New Dress,1UGD3lW3tDmgZfAVDh6w7r,vybes,0.76,0.158,79.789,0.0726,0.0175,0.0,0.433,8,351947,-4.935,0.205,0
147,Kanye West,Good Morning,27eO3EGKIUU7yug1eOxUZu,vybes,0.646,0.17,169.769,0.13,0.0913,4.18e-05,0.577,0,195093,-5.902,0.575,1
148,Kanye West,Touch The Sky,2dxjKgT0li4qBI3QwuN9Ih,vybes,0.846,0.309,98.385,0.347,0.0114,0.0,0.524,9,236600,-4.912,0.551,1
149,Kanye West,Gold Digger,1PS1QMdUqOal0ai3Gt7sDQ,vybes,0.696,0.0554,92.941,0.348,0.0192,0.0,0.631,1,207627,-5.572,0.621,0
150,Kanye West,Bring Me Down,25K9cWrxNv991UYiOzBJqR,vybes,0.692,0.595,111.266,0.0898,0.00575,0.0,0.386,6,198973,-6.919,0.351,0
151,Kanye West,Celebration,7jAxGkXU58FwNMjqoMahn7,vybes,0.777,0.118,80.039,0.212,0.0164,1.32e-06,0.295,5,198440,-4.199,0.354,1
152,Kanye West,Gone,5RjbFGeWVsCpw8EcE8OrvZ,vybes,0.668,0.0699,92.805,0.262,0.0148,0.0,0.84,1,333293,-6.042,0.344,1
