,Artist,Name,ID,Playlist,Energy,Liveness,Tempo,Speechiness,Acousticness,Instrumentalness,Danceability,Key,Duration,Loudness,Valence,Mode
1359,Billie Eilish,all the good girls go to hell,6IRdLKIyS4p7XNiP8r6rsx,singed,0.444,0.177,185.044,0.372,0.283,0.143,0.726,8,168840,-8.922,0.569,0
1360,Billie Eilish,wish you were gay,3Fj47GNK2kUF0uaEDgXLaD,singed,0.351,0.752,118.028,0.241,0.39,9.38e-06,0.853,7,221543,-10.198,0.282,1
1361,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z,litt,0.569,0.1,80.02,0.136,0.0609,0.0816,0.85,5,205040,-8.152,0.294,0
1362,Travis Scott,Mamacita,3SEd8nPd8MpGwk6ZZ8tk2j,litt,0.768,0.127,115.021,0.0819,0.0146,1.03e-06,0.823,11,274320,-6.21,0.216,1
1363,Lil Uzi Vert,Original Uzi (4 of Us),53iTGmEL4uwHlqUvuKcrQe,litt,0.615,0.0811,150.03,0.284,0.0534,0.0,0.81,10,166766,-8.376,0.596,0
1364,BlocBoy JB,Rover 2.0 (feat. 21 Savage),4mt4VMndCT5kP2GwXKcECc,litt,0.867,0.117,140.092,0.289,0.224,0.0,0.897,9,275218,-3.293,0.791,0
1365,Lil Wayne,Uproar,3wScL5W8H40zzCKN0atfBk,litt,0.87,0.299,99.075,0.212,0.0595,0.0,0.743,1,194184,-2.188,0.884,1
1366,Lil Wayne,Let It Fly (feat. Travis Scott),0CBQ0m3mufWH75LTYB3s6h,litt,0.819,0.106,89.0,0.317,0.0414,0.0,0.902,1,186872,-3.321,0.746,1
1367,Lil Wayne,Mona Lisa (feat. Kendrick Lamar),0dbTQYW3Ad1FTzIA9t90E8,litt,0.694,0.109,122.078,0.169,0.371,0.0,0.855,2,324189,-4.393,0.49,1
1368,Lil Wayne,Problems,0ubdf6zWT1It2saK41SkO0,litt,0.571,0.252,139.996,0.312,0.0169,0.0,0.807,2,208504,-6.937,0.0993,1
1369,Meek Mill,Millidelphia (feat. Swizz Beatz),1dQ84P0W0lOckT02lPEhhP,litt,0.702,0.374,126.94,0.268,0.0854,0.0,0.851,1,215839,-4.172,0.179,1
1370,Lil Uzi Vert,New Patek,0Fpen1PTuEnCmOJtUU9Iud,litt,0.785,0.155,145.063,0.345,0.0367,0.0,0.85,8,343099,-4.963,0.718,0
1371,Lil Uzi Vert,Sauce It Up,5evSAk9q0l3TfF5dYDwDBO,litt,0.528,0.125,79.532,0.313,0.0715,0.0,0.813,6,207039,-6.305,0.131,0
1372,Lil Uzi Vert,UnFazed (feat. The Weeknd),0RyWaVjR8Mi4Qx9J3IiiqF,litt,0.707,0.111,126.684,0.0746,0.0459,0.0,0.778,4,190355,-3.606,0.458,0
1373,Lil Uzi Vert,Of Course We Ghetto Flowers (feat. Playboi Carti & Offset),0gqfvyewE2Sh8TwKBFajCF,litt,0.57,0.111,136.944,0.318,0.2,0.0,0.81,1,261982,-5.604,0.337,1
1374,Lil Uzi Vert,SideLine Watching (Hold Up),0VYhxVxH9ijmdHUKsON9Bk,litt,0.553,0.117,141.888,0.117,0.281,0.0,0.747,1,191033,-7.294,0.262,1
1375,Lil Uzi Vert,Seven Million (feat. Future),6j0teRL3WdExzqmy334sh5,litt,0.629,0.121,158.002,0.306,0.051,7.66e-06,0.886,1,182491,-4.404,0.487,0
1376,Lil Uzi Vert,Canadian Goose,1MNdfH2KC5LdEde3JPJ513,litt,0.537,0.103,153.06,0.197,0.0855,0.0,0.776,1,218201,-7.604,0.238,0
1377,Lil Uzi Vert,Money Longer,0B8QzDH7YWih85V5SEMnyJ,litt,0.568,0.108,136.173,0.142,0.0541,0.0,0.795,5,198944,-7.817,0.478,0
1378,Lil Uzi Vert,Top,55Q46o5adtSobImSKrrlqW,litt,0.762,0.18,120.039,0.216,0.193,0.0,0.776,0,236000,-4.356,0.678,1
1379,Lil Uzi Vert,Safe House,6EFryfyWOobzFCBDB9qbrz,litt,0.662,0.119,104.717,0.243,0.155,0.0,0.485,9,235989,-5.172,0.287,1
1380,Lil Uzi Vert,Banned from TV,0Ux97Dqx5amaRrDvHbEfjm,litt,0.565,0.274,130.025,0.0854,0.109,0.0,0.69,11,177280,-5.772,0.457,0
1381,Playboi Carti,Magnolia,1e1JKLEDKP7hEQzJfNAgPl,litt,0.581,0.35,162.99,0.286,0.0113,0.0,0.791,11,181812,-7.323,0.438,0
1382,Playboi Carti,wokeuplikethis*,59J5nzL1KniFHnU120dQzt,litt,0.62,0.15,78.476,0.254,0.0138,0.0,0.785,8,235535,-6.668,0.478,1
1383,Playboi Carti,Lookin,1UAmQe8EwpxQ80OfYVD13z,litt,0.57,0.148,148.119,0.365,0.0457,0.0,0.827,0,183552,-8.22,0.412,1
1385,Kanye West,Blood On The Leaves,42GcjriRK6srwHkfbkBqVl,litt,0.69,0.101,171.989,0.157,0.396,0.0,0.454,2,359800,-4.108,0.37,0
1387,Kanye West,Dark Fantasy,7yNK27ZTpHew0c55VvIJgm,litt,0.587,0.167,88.015,0.0457,0.274,0.0,0.59,5,280787,-5.919,0.367,1
1388,Kanye West,POWER,2gZUPNdnz5Y45eiGxpHGSc,litt,0.915,0.744,153.998,0.113,0.0162,0.0,0.543,0,292093,-4.746,0.577,0
1389,Kanye West,So Appalled,6K07Ahf6V7CAQn0ikrOztl,litt,0.754,0.63,87.07,0.289,0.255,0.0,0.629,1,397667,-5.873,0.58,0
1390,Kanye West,Can't Tell Me Nothing,4ImL3v98u2BLkwnyQDjfRm,litt,0.614,0.823,79.968,0.0536,0.0121,0.0,0.594,5,271600,-6.091,0.101,0
1391,Kanye West,All Day,79reBHqpRoWXaQbjBBY3UC,litt,0.651,0.211,122.985,0.111,0.0739,0.0,0.861,9,310907,-4.718,0.421,0
1392,Kendrick Lamar,LOYALTY.,6hIQhOYYt0mZwYgbqjmngi,litt,0.535,0.2,110.684,0.0573,0.0265,0.0,0.658,9,227360,-8.983,0.419,0
1393,Kendrick Lamar,Backseat Freestyle,3aGibUHhQyBsyumYHylw0K,litt,0.651,0.235,77.878,0.3,0.000739,0.0,0.546,1,212653,-7.601,0.646,1
1394,Kendrick Lamar,The Recipe - Bonus Track,1eRBW1HcyM1zPlxO26cScZ,litt,0.782,0.35,131.04,0.0741,0.000589,0.0,0.759,11,352853,-6.975,0.507,0
1395,Eminem,'Till I Collapse,4xkOaSrkexMciUUogZKVTS,litt,0.847,0.0816,171.447,0.186,0.0622,0.0,0.548,1,297787,-3.237,0.1,1
1396,Eminem,Venom - Music From The Motion Picture,3kpYJjvM8Ja6btr5hEJLWc,litt,0.789,0.501,135.954,0.0647,0.0148,0.0,0.75,0,269573,-5.058,0.467,1
1397,21 Savage,Ghostface Killers,5u6vkDnOyaf8LsteDAj2ub,litt,0.436,0.342,82.994,0.155,0.331,1.3e-05,0.782,2,268933,-7.033,0.243,1
1398,Offset,Ric Flair Drip (& Metro Boomin),7sO5G9EABYOXQKNPNiE9NR,litt,0.428,0.114,100.007,0.206,0.149,5.07e-05,0.88,9,172800,-8.28,0.333,1
1399,21 Savage,Numb,1vc2YF7ZvUtwr45HNpdGch,litt,0.437,0.131,82.008,0.285,0.0438,2.75e-06,0.839,5,271307,-11.344,0.464,0
1400,21 Savage,No Heart,4gmmRb6bZJffOOiww1JGTO,litt,0.444,0.173,140.063,0.384,0.136,6.44e-05,0.906,4,235040,-8.692,0.678,0
1401,21 Savage,X (feat. Future),6fwdbPMwP1zVStm8FybmkO,litt,0.413,0.101,149.004,0.396,0.373,0.00133,0.835,1,258880,-9.81,0.111,1
1402,A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),1j6kDJttn6wbVyMaM42Nxm,litt,0.718,0.0546,207.986,0.11,0.0122,0.0,0.489,6,126960,-5.989,0.0568,1
1403,A$AP Rocky,Electric Body,6br4Pc0BzU6dTD5fEmks2i,litt,0.598,0.0646,119.966,0.0466,0.492,0.0014,0.897,2,255253,-7.164,0.528,1
1404,A$AP Rocky,PMW (All I Really Need) (feat. ScHoolboy Q),3IvVQ1qmekCQ4LRwGCyIJA,litt,0.752,0.32,130.022,0.0526,0.000367,0.0,0.697,1,234773,-4.552,0.269,1
1405,A$AP Rocky,1Train,7AijU6oTPGmG64uWf63Qvc,litt,0.872,0.695,83.568,0.332,0.349,0.0,0.622,2,372173,-3.403,0.768,1
1406,Bad Meets Evil,Fast Lane,2c5Isyd07hWsl7AQia2Dig,litt,0.871,0.246,119.149,0.281,0.0388,0.0,0.615,1,249560,-3.804,0.338,1
1407,Kanye West,Champions,2nBI3iWLhupR7LyAJ5GGkE,litt,0.774,0.873,134.952,0.0876,0.0623,0.0,0.692,6,334253,-2.48,0.349,0
1408,Big Sean,Pull Up N Wreck (& Metro Boomin),7DuvVy7JfFgXwWlVzyyPys,litt,0.44,0.186,173.095,0.353,0.00806,0.00103,0.49,10,227533,-7.76,0.091,1
1409,BlocBoy JB,Look Alive (feat. Drake),4qKcDkK6siZ7Jp1Jb4m0aL,litt,0.581,0.105,140.022,0.27,0.00104,5.86e-05,0.922,10,181263,-7.495,0.595,1
1411,Danny Brown,25 Bucks (feat. Purity Ring),5FKaV2J0xiwRENDsl0bMn4,litt,0.848,0.144,116.021,0.0833,0.32,0.0,0.723,5,210880,-7.11,0.27,1
1415,Dr. Dre,Still D.R.E.,503OTo2dSqe7qk76rgsbep,litt,0.775,0.0543,93.431,0.234,0.16,0.00031,0.816,11,270587,-3.323,0.527,1
1416,Dr. Dre,Kush - Main,1U8Ho1nOzKXYDvfigOuHG4,litt,0.866,0.105,94.968,0.111,0.000622,4.72e-05,0.444,7,235120,-6.217,0.375,1
1417,Famous Dex,Drip From My Walk,1eQIZQTJ3CQOYJPY7EOUKp,litt,0.553,0.113,129.925,0.245,0.653,0.0,0.739,2,131063,-9.129,0.305,1
1418,French Montana,Marble Floors,5u4OAY07pBvz3BitsFtt8P,litt,0.601,0.111,130.057,0.067,0.00208,0.0,0.819,11,230733,-5.339,0.448,1
1419,Future,WIFI LIT,6WlxcZKpEV6Bwe9InoVhMp,litt,0.579,0.182,144.973,0.299,0.064,2.38e-06,0.884,2,176630,-6.847,0.313,1
1420,Future,No Cap,06Gyf2pFDVmN5K8XAawG96,litt,0.523,0.352,147.057,0.107,0.00108,0.0,0.8,1,144142,-6.578,0.379,1
1421,Future,Three,4W598w0KcHVG5Nwqk0qMpj,litt,0.692,0.0912,169.025,0.257,0.00841,0.0,0.725,5,159400,-5.742,0.298,0
1422,Young Thug,Cruise Ship,3C4FUqrrjuvWoHwsumWfIu,litt,0.742,0.119,150.076,0.21,0.0107,0.0,0.793,0,166467,-6.185,0.21,1
1423,Future,Maybach,0Due109sq8Ld9G5xkWRubf,litt,0.735,0.487,142.017,0.113,0.0324,0.0,0.744,6,220027,-4.004,0.397,1
1424,Future,Wicked,6BbINUfGabVyiNFJpQXn3x,litt,0.679,0.385,157.97,0.0706,0.00191,0.0104,0.718,11,173347,-5.899,0.205,0
1425,Future,Blow a Bag,6ycYqFnXnjMOwMvEMbEpUk,litt,0.607,0.348,140.992,0.082,0.218,4.95e-06,0.793,4,194240,-6.488,0.15,0
1426,J. Cole,No Role Modelz,62vpWI1CHwFy7tMIcSStl8,litt,0.521,0.0565,100.0,0.332,0.302,0.0,0.696,10,292987,-8.465,0.458,0
1427,Kodak Black,Roll In Peace (feat. XXXTENTACION),40oKW22ZNNkEdZLJTScaQI,litt,0.524,0.2,140.053,0.245,0.0306,0.0,0.747,10,213132,-6.807,0.363,0
1428,Kodak Black,No Flockin',34oWbFBfGEElvgO0a5c9V4,litt,0.595,0.0839,117.532,0.191,0.0673,0.0,0.943,5,165291,-8.372,0.815,0
1429,Lil Wayne,Love Me,7tGlzXJv6GD5e5qlu5YmDg,litt,0.608,0.103,124.952,0.0334,0.0119,0.0,0.674,8,253440,-6.628,0.464,0
1430,Lil Wayne,Right Above It,1kMuU3TNQvHbqvXCWBodmP,litt,0.841,0.578,76.052,0.356,0.0435,0.0,0.376,3,271947,-4.348,0.463,0
1431,Metro Boomin,No Complaints,6kig1UFggPUyZBCvXD3Wod,litt,0.498,0.0799,123.975,0.165,0.0829,0.0369,0.913,2,261733,-10.742,0.217,1
1432,Migos,Bad and Boujee (feat. Lil Uzi Vert),4Km5HrUvYTaSUfiSGPJeQR,litt,0.665,0.123,127.076,0.244,0.061,0.0,0.927,11,343150,-5.313,0.175,1
1433,Migos,Get Right Witcha,76Y0gxtTxN0FyDCYh5qYQj,litt,0.743,0.103,136.98,0.238,0.0646,1.19e-05,0.95,10,257546,-5.861,0.62,0
1434,Migos,Slippery (feat. Gucci Mane),6p8NuHm8uCGnn2Dtbtf7zE,litt,0.674,0.104,141.967,0.264,0.307,0.0,0.92,1,304041,-5.662,0.741,0
1435,Pusha T,Hard Piano,3HgA5R5alihocnOYE9ihpS,litt,0.778,0.21,82.193,0.178,0.0347,0.0,0.582,4,195733,-3.776,0.205,0
1436,Pusha T,What Would Meek Do?,5vnuJ8EopkP5dHukpOmT3L,litt,0.636,0.177,83.071,0.0782,0.0064,8.38e-06,0.678,1,153267,-3.155,0.0636,1
1437,Kanye West,Mercy.1,3U8Ev1gISsx6O1uwpsttOD,litt,0.644,0.35,140.009,0.402,0.0558,2.32e-05,0.556,6,326347,-5.805,0.499,0
1438,Kanye West,New God Flow.1,4sc2HuZ5ATXlX7WhnXuo0h,litt,0.946,0.65,174.01,0.463,0.438,0.0,0.438,3,357320,-3.499,0.435,0
1439,Kanye West,Don't Like.1,12D0n7hKpPcjuUpcbAKjjr,litt,0.612,0.146,132.072,0.225,0.0094,0.0,0.657,6,283653,-5.415,0.626,0
1440,Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,1BuZAIO8WZpavWVbbq3Lci,litt,0.831,0.118,173.948,0.15,0.0168,0.0,0.713,1,332301,-4.75,0.584,0
1441,Rae Sremmurd,CLOSE (feat. Travis Scott) - From SR3MM,1oUudyBYVGMIC8JXeIsFzq,litt,0.736,0.111,140.034,0.0321,0.104,0.0,0.691,0,193510,-4.993,0.0395,1
1442,ScHoolboy Q,Man Of The Year,5SsR3wtCOafDmZgvIdRhSm,litt,0.865,0.198,111.914,0.0413,0.00536,0.0,0.749,3,216013,-5.228,0.371,1
1443,Smokepurpp,Audi.,2INqEk4ko5AsGVLBsiKiQe,litt,0.366,0.0964,122.993,0.135,0.0214,0.0,0.794,7,159522,-10.051,0.278,1
1444,Smokepurpp,123,0MHPgpKYfTVml3qEXspnLQ,litt,0.61,0.105,135.993,0.402,0.196,0.0,0.88,9,170000,-5.257,0.383,1
1445,Smokepurpp,Do Not Disturb (feat. Lil Yachty & Offset),08zAFXhfyIxq9359NHksdP,litt,0.647,0.335,131.027,0.0659,0.203,0.00185,0.878,10,157557,-4.566,0.212,0
1446,Kid Cudi,Rose Golden,40jxatV29fk82SAziDsPqN,litt,0.762,0.085,139.932,0.0899,0.426,0.0,0.594,9,277813,-7.951,0.588,0
1447,Kid Cudi,Baptized In Fire,6WSBZroxQaO3FYEpT2ACFH,litt,0.61,0.116,152.062,0.191,0.606,0.0177,0.673,4,285520,-8.386,0.759,0
1448,Kid Cudi,Just What I Am,4LoMziEaxdkrSMXtavIJqL,litt,0.95,0.406,140.009,0.137,0.00223,0.0,0.654,1,228027,-3.163,0.351,1
1449,Kid Cudi,Soundtrack 2 My Life,1cdC9TCqyLwAlsw3fVJaJS,litt,0.754,0.37,86.501,0.128,0.465,1.57e-05,0.464,9,235627,-6.653,0.444,0
1450,Young Thug,Audemar (feat. Tracy T),0NoQpbfJ6n7KUY2YlZI1j6,litt,0.499,0.118,131.97,0.256,0.0296,0.0,0.907,8,207333,-9.985,0.559,1
1451,Young Thug,It's A Slime (feat. Lil Uzi Vert),3HxYOwZZHZn5mC1drqPQqR,litt,0.464,0.0938,75.5,0.346,0.00449,0.0,0.863,1,142840,-10.559,0.566,1
1452,Young Thug,Memo,7tk5tOCj84jine8kKJkPYs,litt,0.564,0.122,131.988,0.116,0.151,0.0,0.823,1,195413,-6.617,0.348,1
1454,Young Thug,F Cancer (Boosie) (feat. Quavo),1qPK58q90l8KNoWyXsLI2Y,litt,0.718,0.338,160.031,0.0992,0.0229,0.0,0.802,10,249640,-6.921,0.658,0
1455,Young Thug,With That (feat. Duke),6o4nVtywF4F75RkOcDxrtd,litt,0.597,0.0881,123.997,0.125,0.0659,0.0,0.751,9,202533,-6.59,0.159,0
1456,Young Thug,Halftime,4BP0An7SXctTY4kF41JxIQ,litt,0.486,0.112,133.284,0.251,0.0641,0.0,0.71,11,226733,-6.221,0.17,0
1457,Young Thug,Up (feat. Lil Uzi Vert),7HvtrRyRYqSOhllmbIW1Kh,litt,0.617,0.36,129.974,0.12,0.00154,6.48e-05,0.852,1,296413,-7.515,0.3,0
1458,London On Da Track,No Flag,1tyjWMMINb9S0YBynTvJ7s,litt,0.58,0.115,157.961,0.348,0.0856,0.0,0.809,1,212383,-7.253,0.146,1
1459,Travis Scott,beibs in the trap,0ESJlaM8CE1jRWaNtwSNj8,litt,0.571,0.291,119.054,0.145,0.24,0.0,0.743,7,213863,-6.054,0.495,0
1460,Zaytoven,Strong,7uL0c7Yye2qACn8NQTatqV,litt,0.695,0.196,159.903,0.0648,0.192,0.0,0.646,11,174853,-5.502,0.467,0
1461,The Weeknd,Six Feet Under,4mU5iXHeLgbR94siF7p1sY,litt,0.504,0.125,140.035,0.0761,0.129,0.0,0.772,6,237573,-8.219,0.244,0
1462,Drake,Forever,6HSqyfGnsHYw9MmIpa9zlZ,litt,0.926,0.256,158.423,0.374,0.253,0.0,0.415,5,357347,-1.304,0.542,0
1463,Lil Baby,Drip Too Hard (Lil Baby & Gunna),78QR3Wp35dqAhFEc2qAGjE,litt,0.662,0.534,112.511,0.292,0.0852,0.0,0.897,1,145543,-6.903,0.389,0
1464,Lil Baby,"Never Recover (Lil Baby & Gunna, Drake)",6wWaVoUOzLQJHd3bWAUpdZ,litt,0.686,0.193,132.055,0.284,0.0677,0.0,0.753,1,194732,-5.415,0.886,0
1465,Future,Different (feat. Yung Bans),3thLnNvO9IctWoccbsZyJV,litt,0.516,0.115,77.058,0.459,0.098,0.0,0.456,8,151013,-10.512,0.684,1
1466,Future,7 Am Freestyle,1hHe7cirScEJWgAS0JFqTL,litt,0.401,0.149,129.976,0.411,0.0185,0.0,0.951,0,192907,-8.92,0.539,0
1467,Future,Red Bentley (feat. Young Thug),3fFBZvG777xoKyvcrBq7lc,litt,0.609,0.179,149.991,0.237,0.0301,1.61e-05,0.903,10,207867,-7.555,0.268,0
1468,Future,Astronauts,2vs5ubqg8QUbfyWZpMfvWe,litt,0.586,0.121,76.48,0.232,0.0402,2.66e-06,0.732,1,169920,-7.868,0.73,1
1469,Future,Jet Lag (feat. Young Scooter),2OsDoAzo5SGq10qwmKSQBv,litt,0.458,0.174,125.049,0.105,0.266,0.0,0.81,4,271067,-7.495,0.493,0
1470,Sheck Wes,Mo Bamba,1xzBco0xcoJEDXktl7Jxrr,litt,0.625,0.248,146.034,0.0315,0.194,0.00986,0.729,4,183907,-5.266,0.261,1
1471,Eminem,Soldier,5QD28FqaM3jTfsqWwvRZwv,litt,0.92,0.128,94.516,0.201,0.0319,0.000525,0.851,8,226213,-2.989,0.545,1
1472,Eminem,Not Afraid,7Ie9W94M7OjPoZVV216Xus,litt,0.954,0.205,114.635,0.264,0.529,0.0,0.855,0,248133,-1.19,0.668,0
1473,Eminem,Cinderella Man,4SE4yewyGpOYfxfx59Yjc5,litt,0.908,0.0821,85.918,0.202,0.234,0.0,0.679,8,279013,-3.411,0.687,1
1474,Eminem,Rap God,6or1bKJiZ06IlK0vFvY75k,litt,0.843,0.799,148.14,0.314,0.397,0.0,0.708,7,363521,-2.66,0.625,1
1475,Eminem,Believe,4iTyf5pLZMOR8YrEZgSopo,litt,0.492,0.359,130.072,0.112,0.16,0.0,0.884,1,315347,-5.343,0.11,0
1476,Eminem,Chloraseptic (feat. 2 Chainz & Phresher) - Remix,756ZV0boQJ6Kbk3WFBuVjD,litt,0.725,0.333,135.95,0.295,0.159,0.0,0.887,2,296941,-6.534,0.441,1
1477,Eminem,Jimmy Crack Corn,0RQt83mXMcBthcrfQ7nHLd,litt,0.817,0.2,124.128,0.295,0.0079,0.0,0.585,6,234453,-2.577,0.325,1
1478,Vic Mensa,Reverse (Ft. G-Eazy),3qAyjdhtnU2a14rrRKEkcE,litt,0.703,0.124,144.959,0.106,0.031,0.0,0.836,0,211893,-4.731,0.211,1
1479,Vic Mensa,U Mad,3KiEydhjn7yf58h9jBD5Sa,litt,0.587,0.325,134.047,0.0471,0.0122,0.0,0.722,1,299800,-6.495,0.482,1
1480,Tory Lanez,Shooters,6TrjaOqUwdKQ7KNxJr2s9Y,litt,0.547,0.373,129.939,0.0434,0.115,0.0,0.639,7,208173,-6.237,0.117,0
1481,Metro Boomin,10AM/Save The World (feat. Gucci Mane),6qZANDqrSAvfuSjcxBP1PD,litt,0.501,0.189,136.025,0.239,0.257,0.0,0.719,8,226320,-8.84,0.419,0
1482,Metro Boomin,Overdue (with Travis Scott),2mYDDUkBcgFNBqkWctyyuc,litt,0.4,0.334,150.133,0.0425,0.733,0.000133,0.638,11,166093,-11.212,0.495,0
1483,Metro Boomin,10 Freaky Girls (with 21 Savage),43lYaovU2FoeuBMNusVVVW,litt,0.353,0.102,88.031,0.31,0.588,0.0,0.81,6,208293,-9.931,0.0727,0
1484,Metro Boomin,Up To Something (feat. Travis Scott & Young Thug),27P4XoNXXEV4lTc3sB61RK,litt,0.616,0.134,114.014,0.157,0.319,0.0,0.799,1,184360,-8.809,0.667,1
1485,21 Savage,Rap Saved Me,0tdCy39PgWN8LFWu34ORn3,litt,0.399,0.102,143.049,0.309,0.00525,0.74,0.845,1,257600,-7.509,0.148,1
1486,21 Savage,My Choppa Hate Niggas,2D2w9943rsnJOGCrI4aMQp,litt,0.274,0.183,77.493,0.484,0.0974,0.185,0.862,0,148640,-5.818,0.146,0
1487,Offset,Nightmare,7LAhKXDNWwq3CmnFP3UIOP,litt,0.405,0.158,157.09,0.0852,0.442,0.211,0.739,0,147987,-10.897,0.127,1
1488,21 Savage,Mad Stalkers,6HR1z11h0ROUlWP4Kx8Z7G,litt,0.365,0.179,135.003,0.235,0.147,0.185,0.9,10,202667,-6.395,0.136,0
1489,21 Savage,Disrespectful,3oxCefEI6Tc6Z6t20J4IvH,litt,0.381,0.135,158.021,0.464,0.354,3.12e-06,0.799,1,160320,-7.147,0.0488,1
1490,21 Savage,Still Serving,6m6Oy3F6GG0zRwH03rWmTv,litt,0.544,0.112,115.951,0.0727,0.413,9.54e-05,0.926,5,231787,-6.827,0.656,1
1491,21 Savage,Darth Vader,7vg47qMIEdLfNdTE3WLf0T,litt,0.284,0.121,150.98,0.392,0.557,0.0175,0.724,7,228893,-10.494,0.144,1
1492,NAV,Hit,0gHcxtyWQT0HrlGxaxP1KT,litt,0.682,0.132,140.084,0.19,0.204,0.0554,0.869,6,169787,-9.113,0.634,0
1493,21 Savage,Bank Account,2fQrGHiQOvpL9UgPvtYy6G,litt,0.346,0.0871,75.016,0.351,0.0151,7.04e-06,0.884,8,220307,-8.228,0.376,0
1494,Lil Wayne,Hasta La Vista,0JvPpTwwD1tu2JCyI2Ojbm,litt,0.741,0.356,149.982,0.153,0.0236,0.0,0.797,5,171867,-4.672,0.753,0
1495,Tory Lanez,Why DON'T You LOVE me?,3DS5BKVLatgjEMYKqLxCFY,litt,0.774,0.39,119.92,0.0495,0.0415,0.0,0.589,4,212143,-6.318,0.179,0
1496,Tory Lanez,DucK my Ex (feat. Chris Brown & 2 Chainz),615OfT4BO07EINEcCn7ewH,litt,0.741,0.0708,159.924,0.107,0.106,0.0,0.707,0,190549,-4.822,0.689,1
1497,Tory Lanez,FlEXiBle (feat. Chris Brown & Lil Baby),5FpLsvdRNgWSEBWHx2VIkH,litt,0.817,0.105,160.046,0.0378,0.0786,0.0,0.689,1,199004,-4.503,0.865,1
1498,Tory Lanez,S.w.I.n.G (feat. PnB Rock & Trey Songz),7o8xfkcYJs1CPZXWiIFimg,litt,0.777,0.449,138.007,0.151,0.244,0.0,0.621,8,278515,-4.75,0.526,0
1499,Tory Lanez,KJm,0tMhVRGuPn1rmn3kzVIPLk,litt,0.858,0.127,160.031,0.137,0.0235,0.0,0.709,0,168361,-3.442,0.584,1
1500,Tory Lanez,DrIP DrIp Drip (feat. Meek Mill),6SPYOjTjqvidDI24Hy9lwX,litt,0.814,0.16,155.02,0.0561,0.162,0.0,0.71,10,230440,-4.575,0.714,1
1501,Big Sean,Big Bidness (& Metro Boomin),42XnD59SFcomCJu55EPhqJ,litt,0.579,0.102,84.985,0.275,0.123,0.0,0.657,7,273027,-10.463,0.146,0
1502,NAV,Perfect Timing (Intro),5Od0M7jp6IODTPW0cygHgu,litt,0.476,0.221,77.06,0.328,0.0737,0.000778,0.784,8,177027,-9.963,0.187,1
1503,A$AP Rocky,Goldie,4go2hxLM6ijk0K76ZY0Nhd,litt,0.843,0.378,81.958,0.241,0.22,3.02e-05,0.68,1,192067,-4.919,0.743,1
1504,ScHoolboy Q,Collard Greens,0zO8ctW0UiuOefR87OeJOZ,litt,0.575,0.205,153.954,0.0633,0.025,9.94e-06,0.825,11,299960,-4.87,0.65,1
1505,Kendrick Lamar,m.A.A.d city,2cDCojn6uIBM6A5xTAbl3H,litt,0.729,0.44,91.048,0.271,0.0538,4.07e-06,0.487,2,350120,-6.815,0.217,1
1506,Joey Bada$$,ROCKABYE BABY (feat. ScHoolboy Q),31mqc7EKPsJf3pe6H5jEfC,litt,0.877,0.0481,166.242,0.371,0.166,0.0,0.553,7,223553,-4.694,0.557,0
1507,A$AP Ferg,Plain Jane,4dVpf9jZjcORqGTLUaeYj9,litt,0.844,0.087,170.142,0.275,0.0651,0.0,0.797,11,173600,-5.482,0.52,1
1508,A$AP Ferg,Mad Man (feat. Playboi Carti),0EoJCSeuAq9Ilw2AesTBUu,litt,0.762,0.171,132.1,0.0705,0.0956,0.0,0.654,1,159027,-3.994,0.0728,1
1509,A$AP Ferg,New Level (feat. Future),25rc1PFgPvtV6GFSloyOI0,litt,0.704,0.162,121.059,0.131,0.0344,0.0,0.738,1,264973,-1.69,0.152,0
1510,A$AP Ferg,Shabba (feat. A$AP Rocky),7eaKWfov7b2Qa2n6HTesL3,litt,0.712,0.272,120.0,0.103,0.0715,0.0,0.869,9,275867,-6.136,0.435,1
1511,Meek Mill,1 AM,6Rtug7pmJtXarD0fTtRlt0,litt,0.65,0.111,100.298,0.0981,0.0038,0.0,0.901,2,163955,-4.137,0.295,1
1512,Meek Mill,Litty (feat. Tory Lanez),5J5PXmMdQ2nh1lZOal8KmK,litt,0.701,0.327,129.501,0.0858,0.0451,0.0,0.592,10,280615,-4.014,0.282,0
1513,Ski Mask The Slump God,Catch Me Outside,4rgwri7LajWVZvdj2N81SS,litt,0.677,0.327,112.001,0.246,0.165,0.0,0.943,7,145760,-6.033,0.615,1
1514,A$AP Ferg,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",7xVLFuuYdAvcTfcP3IG3dS,litt,0.733,0.174,130.009,0.142,0.0246,0.0,0.841,1,283693,-5.077,0.284,1
1515,A$AP Ferg,Trap And A Dream (feat. Meek Mill),7gbs274CmEorDmQuOYzaud,litt,0.804,0.418,162.087,0.276,0.041,0.0,0.611,1,189667,-5.633,0.374,1
1516,A$AP Ferg,Swipe Life (feat. Rick Ross),3FBKmwj9agbApC7y5gKCDO,litt,0.469,0.0949,128.05,0.0612,0.000283,0.0,0.73,1,193093,-8.212,0.238,1
